,SUSHI/USDT,BTS/USDT,INJ/USDT,RDNT/USDT,ZRX/USDT,HIGH/USDT,WAVES/USDT,SPELL/USDT,XTZ/USDT,BNB/USDT,DAR/USDT,HNT/USDT,JOE/USDT,ETC/USDT,XMR/USDT,ALICE/USDT,HOOK/USDT,REEF/USDT,BAT/USDT,DOGE/USDT,TRX/USDT,STORJ/USDT,SNX/USDT,XLM/USDT,IOTX/USDT,DASH/USDT,UMA/USDT,KAVA/USDT,RUNE/USDT,APE/USDT,BLUEBIRD/USDT,BNX/USDT,OP/USDT,KEY/USDT,DGB/USDT,SKL/USDT,FOOTBALL/USDT,TOMO/USDT,MTL/USDT,LTC/USDT,KSM/USDT,TRB/USDT,MANA/USDT,FLOW/USDT,CHR/USDT,GAL/USDT,USDC/USDT,OGN/USDT,RNDR/USDT,SC/USDT,STMX/USDT,KNC/USDT,SRM/USDT,BLUR/USDT,ENJ/USDT,ATOM/USDT,ENS/USDT,ATA/USDT,AGIX/USDT,IOST/USDT,HBAR/USDT,ZEC/USDT,IDEX/USDT,GALA/USDT,EDU/USDT,GTC/USDT,ALGO/USDT,LRC/USDT,STG/USDT,STX/USDT,ARPA/USDT,CELO/USDT,QNT/USDT,1INCH/USDT,T/USDT,LINA/USDT,AR/USDT,FIL/USDT,SOL/USDT,BLZ/USDT,COMBO/USDT,GMT/USDT,XVS/USDT,GMX/USDT,BAND/USDT,LDO/USDT,XRP/USDT,FTT/USDT,CRV/USDT,BEL/USDT,DOT/USDT,ONE/USDT,APT/USDT,ANKR/USDT,RAY/USDT,API3/USDT,CVC/USDT,ASTR/USDT,HOT/USDT,QTUM/USDT,IOTA/USDT,ADA/USDT,LIT/USDT,YFI/USDT,ETH/USDT,ALPHA/USDT,WOO/USDT,SFP/USDT,RLC/USDT,BTCST/USDT,1000XEC/USDT,FXS/USDT,CFX/USDT,AUDIO/USDT,ID/USDT,HFT/USDT,NEO/USDT,UNFI/USDT,SAND/USDT,CTK/USDT,LINK/USDT,MINA/USDT,CELR/USDT,RSR/USDT,REN/USDT,LPT/USDT,JASMY/USDT,PHB/USDT,EGLD/USDT,LUNA2/USDT,ONT/USDT,VET/USDT,IMX/USDT,LQTY/USDT,COTI/USDT,CVX/USDT,ARB/USDT,BAKE/USDT,GRT/USDT,FLM/USDT,MASK/USDT,EOS/USDT,BAL/USDT,COCOS/USDT,SUI/USDT,DENT/USDT,TRU/USDT,CKB/USDT,SSV/USDT,C98/USDT,ZEN/USDT,NEAR/USDT,BCH/USDT,1000SHIB/USDT,ANT/USDT,TLM/USDT,AAVE/USDT,ICP/USDT,1000LUNC/USDT,RAD/USDT,AVAX/USDT,MAGIC/USDT,ROSE/USDT,MATIC/USDT,MKR/USDT,PEOPLE/USDT,THETA/USDT,UNI/USDT,PERP/USDT,RVN/USDT,NKN/USDT,KLAY/USDT,DEFI/USDT,COMP/USDT,BTCDOM/USDT,BTC/USDT,OMG/USDT,ICX/USDT,1000PEPE/USDT,FET/USDT,LEVER/USDT,1000FLOKI/USDT,FTM/USDT,AMB/USDT,SXP/USDT,XEM/USDT,ZIL/USDT,AXS/USDT,DYDX/USDT,OCEAN/USDT,CHZ/USDT,DUSK/USDT,CTSI/USDT,ACH/USDT
FTM/USDT,0.691829506,0.303977383,0.718193136,0.715542117,0.713488562,0.717076117,0.741526815,0.753313437,0.725203942,0.670503433,0.694179372,0.488202763,0.72166135,0.662394513,0.601785691,0.808941722,0.633843016,0.650795579,0.779341509,0.595252407,0.54154226,0.673341732,0.620654461,0.69155212,0.751553269,0.751385611,0.879764823,0.638678128,0.757527453,0.703928072,0.755395299,0.638588616,0.654993288,0.442970542,0.763145082,0.699845777,0.531362943,0.640327389,0.543808077,0.696422543,0.754489608,0.566594623,0.784813727,0.763920699,0.773953806,0.779985398,0.173132651,0.737888438,0.716906817,0.1702242,0.664623092,0.698671453,0.310852137,0.805159543,0.774097503,0.701027554,0.684897271,0.710196376,0.710108081,0.715206805,0.719282326,0.705795348,0.753616734,0.676421353,0.602752868,0.67945723,0.772097477,0.790896025,0.545873465,0.707422325,0.571157153,0.675001957,0.586228235,0.725872704,0.719076465,0.592961149,0.726665864,0.673170039,0.685026632,0.688816591,0.878840891,0.735309431,0.836234257,0.681950897,0.707953828,0.594744011,0.597443996,0.363671862,0.663107718,0.598401977,0.782365483,0.7988244,0.644219118,0.631494983,0.444222286,0.698816968,0.522179424,0.807596649,0.746332026,0.726201131,0.768892538,0.781212078,0.48794306,0.677457279,0.713037672,0.681669358,0.682606574,0.574389432,0.550385614,,0.740032708,0.55408368,0.774645672,0.685726774,0.598794854,0.787319247,0.616505068,0.617542445,0.784521464,0.481824653,0.759559053,0.767273991,0.740195484,0.695269345,0.653495944,0.71887227,0.659387353,0.697050816,0.656356982,0.588596125,0.728574728,0.778000108,0.728587858,0.670282655,0.732400593,0.672438051,0.591186454,0.747196233,0.708221107,0.522309065,0.566479862,0.633031806,0.694455961,0.515639995,0.856413156,0.746784768,0.639448749,0.724063869,0.631746742,0.738993611,0.771492787,0.806486648,0.696808909,0.633154034,0.618774606,0.850260045,0.7528393,0.761055306,0.428853166,0.524620996,0.787806647,0.692387422,0.68097918,0.70839855,0.645771133,0.636201153,0.78647972,0.693149815,0.851968346,0.629811887,0.602726307,0.52369861,0.829876166,0.753093919,-0.412688143,0.715777218,0.648801801,0.672239827,0.603637511,0.614011934,0.769646929,0.893692879,1,0.543760258,0.586397794,0.630935042,0.739235811,0.759823565,0.681837336,0.672876046,0.627114663,0.682854403,0.686844995,0.755970935
MAGIC/USDT,0.687348897,,0.602938595,0.832062451,0.686403796,0.741494446,0.750322506,0.752204827,0.682660495,0.617557824,0.698415441,0.446512963,0.754225069,0.712426358,0.542607039,0.739428271,0.825849544,0.766427684,0.718512799,0.546525205,0.506873882,0.703187174,0.68321511,0.611512412,0.66444805,0.681680006,0.812571653,0.590447058,0.784956084,0.653704128,0.678180818,0.60295295,0.784169805,0.397624499,0.74939816,0.567614235,0.533388882,0.571261075,0.448936222,0.680385642,0.735897958,0.78716003,0.698804053,0.717331346,0.663414152,0.749816109,0.166577532,0.732069526,0.707153353,,0.71062263,0.741852037,,0.850571349,0.689286235,0.740765705,0.719462873,0.718041562,0.678118254,0.646567731,0.625344946,0.673416961,0.736909561,0.783112056,0.634765513,0.64257168,0.733551747,0.716160952,0.709364778,0.607674757,0.420021888,0.649535034,0.652433521,0.710410386,0.688561054,0.514780127,0.747866251,0.660567912,0.655445819,0.716351601,0.941835987,0.728298351,0.853718238,0.762456589,0.64464213,0.633368156,0.509865261,,0.723243973,0.488824243,0.709566475,0.767489598,0.710886025,0.650644394,,0.747119755,,0.804157679,0.686935736,0.606869601,0.697920797,0.690943716,0.590974223,0.631694186,0.712908323,0.613085644,0.681856918,0.693790554,0.565645766,,0.581143075,0.617651657,0.740346651,0.66314516,0.748562277,0.894086947,0.472175666,0.770163377,0.709457731,0.630242386,0.699594916,0.700589748,0.564892875,0.682684369,0.651778168,0.705907865,0.51538142,0.719502676,0.576974366,0.689100118,0.561606718,0.702533567,0.664224645,0.703575208,0.683040894,0.741833886,0.784170204,0.701884172,0.590970746,0.719295663,0.590941336,0.581600831,0.694588246,0.532270472,0.77015118,0.712386387,0.568211262,0.716149576,0.700491623,0.689025728,0.732217042,0.691207322,0.636569992,0.625162729,0.55341757,0.826457388,0.733811769,0.654620584,0.575635022,0.46837979,0.794070733,1,0.680845605,0.705318433,0.53116748,0.679680085,0.760747148,0.729264042,0.816422481,0.772238355,0.688207182,0.547013467,0.784291938,0.749161127,-0.233198015,0.653236202,0.546362333,0.607256026,0.713872123,0.626389812,0.851386439,0.871292892,0.692387422,0.67161461,0.418601562,0.54208297,0.737068404,0.719284356,0.655777396,0.667963635,0.705646079,0.621723319,0.570307085,0.712149772
EOS/USDT,0.676127604,0.247229234,0.570058989,0.642784273,0.674599879,0.635742459,0.621768021,0.74332006,0.709774075,0.675933823,0.647773297,0.508913489,0.701470186,0.697880208,0.648013661,0.710650512,0.611326058,0.58127351,0.680977781,0.581999421,0.55231656,0.621995205,0.594501035,0.715277574,0.622173742,0.731878075,0.902828338,0.537173959,0.693152304,0.628704651,0.76751431,0.660775938,0.583432928,0.494096318,0.680615352,0.624160096,0.542746102,0.535771706,0.556883784,0.702705641,0.69329836,0.508692387,0.648568014,0.695263675,0.6687248,0.578680966,0.142575127,0.695058422,0.448542829,0.210983323,0.663042378,0.661840259,0.329724856,0.734345192,0.686570729,0.65456234,0.649137356,0.650617629,0.558240256,0.682393767,0.6308477,0.705422404,0.706562446,0.56036819,0.533328011,0.622778362,0.689829905,0.638653266,0.484838299,0.541969191,0.537918524,0.625963682,0.602860796,0.664740738,0.688401088,0.551027188,0.633243635,0.648182881,0.606048338,0.617977161,0.8687914,0.626536552,0.848463719,0.559390315,0.559570988,0.627771452,0.652842654,0.387648438,0.671188988,0.577828654,0.734120418,0.651431036,0.617249789,0.582233817,0.467183694,0.632423325,0.499155087,0.688740545,0.64043883,0.736395944,0.732399973,0.716562758,0.48605244,0.667560668,0.712871647,0.601478278,0.565183373,0.51667256,0.532312911,,0.658065219,0.534485373,0.564636919,0.613868902,0.615658778,0.777263378,0.669509829,0.525744322,0.680043068,0.503756649,0.705851284,0.643813138,0.614828275,0.579353747,0.621127087,0.664721805,0.578853026,0.689937699,0.627408489,0.592726738,0.681290053,0.740611867,0.581447039,0.671231059,0.649302735,0.641241864,0.536816057,0.67493933,0.621944259,0.536668401,0.484072873,1,0.675410694,0.221202022,0.821694084,0.678340928,0.678927976,0.586551909,0.54570354,0.633270779,0.706693277,0.670967094,0.728332823,0.574387002,0.547406646,0.873034516,0.709405254,0.746321297,0.420434317,0.495408807,0.700158511,0.581600831,0.585309332,0.6511508,0.604609823,0.577183367,0.660708594,0.670951744,0.807959566,0.582153006,0.524510034,0.556164427,0.780031785,0.668948693,-0.450685786,0.68521517,0.673697299,0.608646083,0.48530756,0.553150108,0.723050727,0.86086655,0.633031806,0.582921722,0.544332392,0.565374212,0.685110072,0.648408995,0.557279225,0.596914718,0.600842859,0.501699673,0.599555025,0.635914696
HBAR/USDT,0.642446017,0.286195747,0.568964685,0.734627627,0.758786381,0.587689477,0.700082275,0.719638724,0.740719658,0.671324412,0.649054376,0.518032716,0.532337872,0.643526597,0.651272641,0.740627273,0.597761216,0.676952327,0.772990916,0.563739049,0.542878374,0.671974467,0.646822521,0.720258718,0.678255438,0.709675026,0.881739927,0.617205266,0.738982113,0.63536753,0.711842183,0.612649077,0.598881201,0.430142522,0.704581742,0.721579018,0.510155357,0.5667173,0.607568679,0.675575964,0.716697613,0.469213528,0.723332196,0.714324741,0.721570777,0.682656924,0.165984159,0.695158688,0.519803155,0.205535831,0.695633983,0.671196005,0.382707008,0.809593057,0.766658807,0.661604333,0.65037012,0.668075133,0.543330699,0.746145183,1,0.706502618,0.610477676,0.640802144,0.628180015,0.592399845,0.745342406,0.71334002,0.428001963,0.512471074,0.530713378,0.704553032,0.652645115,0.661178107,0.612366971,0.525796248,0.669216916,0.644343572,0.685546848,0.618726925,0.857244779,0.667509795,0.787346714,0.525400043,0.587570622,0.615009068,0.649361376,0.390745899,0.659038863,0.551435343,0.758150957,0.758766312,0.659140499,0.636845877,0.499662348,0.662133401,0.554394642,0.673125836,0.715565675,0.707612939,0.766271518,0.740869762,0.433586041,0.6256032,0.711341003,0.599812257,0.657632433,0.554727001,0.503084621,,0.683109463,0.521509665,0.662638198,0.633874326,0.459097073,0.783039017,0.632104151,0.541383883,0.738638622,0.483162172,0.73425452,0.744429928,0.70388189,0.631895223,0.619878934,0.675400963,0.634038906,0.600591766,0.664339015,0.475707631,0.703589807,0.77837772,0.645011359,0.558679369,0.683350067,0.632644634,0.465531836,0.706853091,0.685478267,0.547718422,0.503852706,0.6308477,0.679211052,0.425053094,0.839006208,0.679562588,0.606145576,0.61578782,0.549043323,0.696333426,0.760003126,0.760491798,0.698068682,0.629848329,0.578622626,0.644598387,0.749505149,0.699517597,0.316134275,0.549438801,0.737191005,0.625344946,0.674926726,0.680468955,0.621516267,0.578434364,0.741980628,0.681094181,0.723624633,0.685780676,0.549707759,0.533633744,0.803294204,0.699179268,-0.356434465,0.74252784,0.634156556,0.646435129,0.582583023,0.532593516,0.650709424,0.838499117,0.719282326,0.45243473,0.654882723,0.622070525,0.752267765,0.648525628,0.590902179,0.602120531,0.583940779,0.585852481,0.647014879,0.596697854
NEO/USDT,0.681834755,0.265191183,0.579416757,0.634778314,0.71076254,0.673484974,0.633200948,0.680799301,0.74455621,0.66969058,0.641407646,0.470227312,0.631746596,0.669274606,0.612461029,0.726905013,0.499073801,0.607934405,0.716882081,0.560984669,0.604478019,0.637235474,0.594938352,0.687947596,0.677812364,0.727063882,0.794058928,0.590895345,0.712503872,0.633624906,0.68893641,0.570173394,0.599061564,0.495490176,0.714156201,0.66068963,0.486015117,0.610457778,0.59124988,0.642424831,0.698967396,0.458534646,0.675696235,0.676460879,0.731711966,0.626016575,0.223580326,0.678943148,0.42757735,0.152495877,0.655778231,0.640763193,0.314305478,0.724284951,0.717250851,0.658959069,0.662801479,0.685648056,0.45674365,0.815736907,0.632104151,0.738365545,0.611649135,0.588297435,0.55137844,0.571486835,0.71187581,0.690460586,0.468214835,0.536483164,0.564309914,0.676539943,0.540377074,0.667295464,0.538665686,0.560143636,0.624264559,0.63086654,0.636797279,0.693912846,0.832454046,0.640948487,0.804196339,0.520664258,0.567792729,0.556692144,0.595341777,0.388075388,0.679750133,0.751839449,0.727458075,0.693031815,0.545132556,0.603403473,0.453076226,0.613616186,0.517180754,0.590504039,0.680763928,0.856733673,0.77007627,0.694505827,0.525851008,0.657228718,0.710711813,0.63943024,0.58411728,0.54796911,0.472591162,,0.687194517,0.490433359,0.71107704,0.639558887,0.601277734,0.819546497,1,0.521790338,0.705196791,0.540297579,0.687408905,0.599222506,0.678963542,0.626891915,0.614469357,0.668205378,0.57863414,0.640903669,0.6062527,0.478130508,0.825367463,0.821236914,0.617295787,0.69573886,0.664064749,0.636834819,0.493876268,0.703368687,0.632496743,0.705747243,0.465029868,0.669509829,0.673672653,0.430354843,0.728088503,0.68484609,0.585282932,0.688878987,0.679467141,0.638802794,0.755672494,0.720699794,0.750851608,0.586060908,0.5431162,0.791099622,0.707159876,0.664367977,0.330225561,0.28468476,0.711345631,0.472175666,0.656904787,0.665230667,0.641403674,0.585244993,0.690816216,0.680979391,0.78945281,0.636079768,0.534084673,0.571977951,0.796167076,0.675350169,-0.364738996,0.723607103,0.761608335,0.665303633,0.531414938,0.466611566,0.736564068,0.857931724,0.616505068,0.515281965,0.570117732,0.645127175,0.700866674,0.645823599,0.568782465,0.586862361,0.561392369,0.525565549,0.641145034,0.758007122
MANA/USDT,0.701155264,0.266459452,0.645959325,0.653987667,0.708601157,0.789822985,0.729858086,0.764877683,0.762507695,0.691207321,0.707511044,0.56151059,0.735870268,0.654216523,0.589942551,0.842434232,0.70823368,0.669076093,0.798878495,0.606539571,0.580967098,0.65900503,0.619739503,0.721251566,0.733220505,0.740319643,0.840296567,0.630749714,0.767909863,0.68463904,0.768329287,0.684976338,0.661204309,0.60323007,0.751364316,0.716008138,0.573107276,0.627545976,0.612658139,0.695150298,0.73733585,0.532884987,1,0.760642425,0.777652421,0.760562747,0.173232692,0.741076652,0.701161894,0.104798481,0.701121335,0.701833371,0.338620633,0.751355544,0.851982064,0.724424837,0.698070301,0.721692645,0.648715022,0.767111918,0.723332196,0.699135686,0.67036695,0.769643899,0.584125625,0.636244162,0.801191379,0.788430576,0.534542795,0.617558596,0.579402423,0.702309124,0.643429873,0.681948863,0.746711777,0.586274106,0.690330376,0.667996603,0.736284633,0.657424004,0.766204879,0.738437986,0.81958052,0.698874301,0.619512035,0.633669922,0.626550704,0.405394036,0.700046704,0.633760628,0.778732047,0.791869519,0.669296163,0.640212112,0.467636332,0.692026492,0.516032883,0.82737409,0.768831385,0.755494443,0.776676988,0.790141302,0.539159505,0.665521877,0.71016387,0.652188626,0.726934678,0.572312829,0.515895932,,0.699876374,0.610757672,0.699058577,0.681071806,0.675955971,0.768393846,0.675696235,0.56992633,0.908845166,0.534703315,0.74406409,0.774158627,0.718076145,0.682926391,0.639493254,0.694691505,0.664347382,0.749964916,0.685807017,0.621920665,0.735814709,0.831196295,0.708606523,0.735061894,0.742630991,0.745088417,0.541793414,0.73746722,0.74301162,0.560570269,0.519470371,0.648568014,0.688149191,0.47694571,0.863228345,0.741546231,0.704450101,0.683663667,0.675160205,0.705696409,0.793686133,0.814453696,0.677655225,0.672774579,0.627129238,0.867404477,0.742251866,0.749833618,0.441808874,0.386412875,0.772723914,0.698804053,0.700360834,0.69378716,0.64194788,0.65823932,0.80865349,0.700631282,0.817195966,0.644934816,0.537154449,0.550880147,0.829481689,0.744590096,-0.436901872,0.710166912,0.690480931,0.700182917,0.54433769,0.655540766,0.750706596,0.844130324,0.784813727,0.562002796,0.573761665,0.644092412,0.770288856,0.783163764,0.610221785,0.624458375,0.677689222,0.640493683,0.648455458,0.736798781
AXS/USDT,0.687165946,0.294670584,0.635943185,0.684684498,0.689818112,0.788140916,0.692279613,0.715356763,0.727641959,0.689716708,0.672366904,0.504720989,0.720795357,0.669701274,0.60883985,0.790249813,0.754187214,0.654403971,0.730229241,0.606492709,0.545345788,0.646909636,0.620482328,0.717257772,0.702850189,0.705833852,0.877510494,0.596967615,0.752060776,0.691239382,0.749343242,0.687953912,0.640324544,0.571820632,0.724926779,0.660522544,0.590046549,0.608165258,0.582504605,0.679908934,0.739292198,0.550682273,0.783163764,0.744596857,0.745427365,0.694921905,0.193497734,0.701959658,0.661680935,0.200489975,0.680353558,0.676876513,0.312560431,0.805141066,0.769020712,0.675834871,0.667402196,0.654185472,0.685344698,0.713500695,0.648525628,0.68958499,0.717244562,0.682725024,0.596074897,0.632139441,0.75897634,0.727091438,0.568164132,0.627571689,0.5518733,0.65489821,0.552487043,0.67346133,0.78424962,0.571324467,0.675194368,0.66419058,0.708377829,0.620194313,0.823701677,0.704427793,0.880815748,0.703348994,0.599714886,0.551006971,0.611476591,0.43036932,0.694011291,0.603080588,0.743276215,0.712916335,0.632018629,0.608404135,0.495565512,0.637847811,0.5597934,0.841948178,0.696626913,0.731258376,0.751535395,0.778381415,0.46812891,0.673097514,0.707252783,0.632347656,0.623057259,0.590948941,0.471395389,,0.68464774,0.514266995,0.734347532,0.611025389,0.676011431,0.809142903,0.645823599,0.595458716,0.809777167,0.495739238,0.734855853,0.767620303,0.66233712,0.667522116,0.617297894,0.683828236,0.610677537,0.782381905,0.665455842,0.568701729,0.681754261,0.770958731,0.679378615,0.73364554,0.716400421,0.677578125,0.577322978,0.703014564,0.669771538,0.496645077,0.506678169,0.648408995,0.698133286,0.476091009,0.863954686,0.707669113,0.709095214,0.711666018,0.689097252,0.72150358,0.736094044,0.75995397,0.668661071,0.614364416,0.596364168,0.899481909,0.717042264,0.705170474,0.397031867,0.435081722,0.738676882,0.719284356,0.681428662,0.695263656,0.635028934,0.619432327,0.758824144,0.687017665,0.859780523,0.609670533,0.485018736,0.548055599,0.80564299,0.704743443,-0.465439561,0.686998396,0.668331601,0.653856608,0.539259749,0.552385149,0.763664618,0.870653215,0.759823565,0.591069912,0.572028681,0.607106064,0.737617601,1,0.581295471,0.605931723,0.624991096,0.56455347,0.656044525,0.758468269
1INCH/USDT,0.715695431,0.34205612,0.625415845,0.766254837,0.71998936,0.712934852,0.642157806,0.781133793,0.709976592,0.658295931,0.646334856,0.447262664,0.724590172,0.684062401,0.588716793,0.753226087,0.652814672,0.615858959,0.730099765,0.551740371,0.550363134,0.667653072,0.673007928,0.713450223,0.68968582,0.705715529,0.853435476,0.589411365,0.721515366,0.649612716,0.712725013,0.652925026,0.647697221,0.425016439,0.739492541,0.654445569,0.513069322,0.581460883,0.549043124,0.655267132,0.693186005,0.502066327,0.681948863,0.716727964,0.747609578,0.660397627,0.210932158,0.703910587,0.582929166,0.187710542,0.692761963,0.636849926,0.245002197,0.818939998,0.731373363,0.64690508,0.633783697,0.698265363,0.68825945,0.704500338,0.661178107,0.707811421,0.757995495,0.612295871,0.63797374,0.620414289,0.725643704,0.699657031,0.498511316,0.533127704,0.562572898,0.67678938,0.518130034,1,0.661493128,0.64596225,0.622608151,0.62550409,0.567739762,0.657975457,0.901312581,0.622334427,0.875783749,0.645232475,0.564243221,0.578185248,0.600028539,0.2937788,0.67959086,0.593997817,0.747160925,0.710131481,0.596414198,0.654647818,0.377736449,0.650120625,0.482190816,0.730994411,0.704000614,0.733999257,0.758318319,0.709278698,0.450062728,0.690877998,0.706624585,0.639709155,0.630333569,0.564718258,0.470089569,,0.70165111,0.55833486,0.693371258,0.620423601,0.678904057,0.860586245,0.667295464,0.594837479,0.706609692,0.522899722,0.714356482,0.662299061,0.6861772,0.682854106,0.673678031,0.72498127,0.558223539,0.715275755,0.640966563,0.612390254,0.699436334,0.758240464,0.668175895,0.715528287,0.675733056,0.702787201,0.732287877,0.70661298,0.654017367,0.556390687,0.48273749,0.664740738,0.694154924,0.38865823,0.846642882,0.689146616,0.654905008,0.693111907,0.611532429,0.697103638,0.734061358,0.709496961,0.705936508,0.578070516,0.613206832,0.886494068,0.744282887,0.713855154,0.484373332,0.439692182,0.730127778,0.710410386,0.690278514,0.674824127,0.645594251,0.59734401,0.73547454,0.690006894,0.83810131,0.61506766,0.544347361,0.519725185,0.813942365,0.689920008,-0.418649352,0.688372201,0.673157174,0.664295266,0.630471912,0.645540058,0.788455247,0.914702181,0.725872704,0.579014612,0.563051453,0.633230878,0.707789681,0.67346133,0.617355258,0.637519643,0.580796134,0.540891232,0.647724882,0.71622057
OGN/USDT,0.71275112,0.283225442,0.695265409,0.771387087,0.755315921,0.759916121,0.699542558,0.796509908,0.739946427,0.697916201,0.751362861,0.546843563,0.751462383,0.652459543,0.596321636,0.829240574,0.688152124,0.688590334,0.765662834,0.63989536,0.544318169,0.675388035,0.605256142,0.728037875,0.761748207,0.733625126,0.89935038,0.657690463,0.754746471,0.700065953,0.820523494,0.691831395,0.629773669,0.56441141,0.757623813,0.734715642,0.628227383,0.652583659,0.623620892,0.715957666,0.739606777,0.537792694,0.741076652,0.746823429,0.782043394,0.752910489,0.183872154,1,0.643431471,0.217116755,0.714601354,0.691642838,0.37291675,0.816511796,0.763392178,0.675445426,0.70230207,0.74448539,0.695706635,0.761554472,0.695158688,0.747557568,0.710707614,0.644618515,0.629503839,0.731239753,0.776390954,0.732158821,0.551981533,0.621643118,0.584136769,0.700195371,0.673453698,0.703910587,0.746588875,0.660391874,0.706485469,0.673070932,0.707421101,0.708230614,0.87855117,0.70592458,0.899518397,0.686350837,0.714286858,0.706565806,0.644069998,0.455244817,0.664453654,0.666486359,0.765186353,0.742683978,0.644962037,0.662677299,0.519616132,0.733912663,0.575618295,0.854643337,0.732747368,0.746833322,0.78746621,0.769443899,0.574867749,0.654198086,0.705371599,0.723916384,0.694681536,0.604146826,0.505993801,,0.703214223,0.690141998,0.732370671,0.708348225,0.661255018,0.876113831,0.678943148,0.679047236,0.751913617,0.555628154,0.746609334,0.743626449,0.723310091,0.678199128,0.658898325,0.732578428,0.660613657,0.777895395,0.660410088,0.619059629,0.730957478,0.795871123,0.688863009,0.778154999,0.747166315,0.702961708,0.613806495,0.771146423,0.707945982,0.600439047,0.551736715,0.695058422,0.665291013,0.486498484,0.886762015,0.739279069,0.747816438,0.752604175,0.693020502,0.739003269,0.784115809,0.725187673,0.711803622,0.623066242,0.612198989,0.938894633,0.711875481,0.817789948,0.413846604,0.487258482,0.744882108,0.732069526,0.701550007,0.686520479,0.648835211,0.68844703,0.767526618,0.688442952,0.889420363,0.655574627,0.631695093,0.573928233,0.837735789,0.699638649,-0.451542027,0.698992159,0.687525063,0.727667218,0.623933593,0.658317161,0.803334433,0.900583448,0.737888438,0.616439547,0.661498115,0.670125047,0.749631511,0.701959658,0.620007757,0.719404244,0.647536044,0.636434493,0.706955829,0.814133999
LIT/USDT,0.474202489,0.047329262,0.576772742,0.729371351,0.489801029,0.660255243,0.453761568,0.605344354,0.471787825,0.416006605,0.487078612,0.326755087,0.785966399,0.433451656,0.321305021,0.579899887,0.623709354,0.447044018,0.514417524,0.396904259,0.375255728,0.376056851,0.377594355,0.430898058,0.498183221,0.506854056,0.882928856,0.39093429,0.452963444,0.429204981,0.716046921,0.679300944,0.422597034,0.572615936,0.536336149,0.494973437,0.407130439,0.517018586,0.437493395,0.467437909,0.499301856,0.384666896,0.539159505,0.489793674,0.557292992,0.550902757,0.189887146,0.574867749,0.538769965,-0.056797413,0.462923436,0.439135921,0.240737207,0.777144629,0.518449809,0.478195729,0.515545701,0.535906401,0.636633435,0.537504549,0.433586041,0.514224075,0.759418942,0.436840506,0.552793553,0.520844119,0.538435555,0.481735201,0.45901085,0.654869676,0.439501317,0.520210389,0.512893747,0.450062728,0.695190483,0.47398556,0.519134374,0.541218915,0.464723168,0.500041815,0.857264843,0.446151707,0.872827553,0.610100433,0.482239891,0.582229477,0.397374444,0.333437849,0.456340278,0.526380092,0.524549448,0.554846346,0.557547215,0.451594688,0.320236893,0.55883608,0.274197049,0.805602948,0.487353106,0.507788449,0.520147581,0.49538461,1,0.419397405,0.421099915,0.505789031,0.574092876,0.391213251,0.364146628,,0.465237988,0.649997457,0.726784106,0.491488723,0.658110721,0.858958636,0.525851008,0.413829674,0.513692838,0.429498929,0.490105721,0.630026784,0.483969962,0.530197601,0.425462728,0.511773848,0.483651525,0.766020479,0.392261396,0.473640303,0.541667003,0.55460841,0.475837259,0.732169151,0.555489055,0.505698549,0.57328631,0.558327699,0.481437408,0.437911755,0.498777607,0.48605244,0.434106216,0.468961417,0.81953944,0.521570529,0.685173528,0.756856094,0.712888646,0.515311181,0.567306698,0.504804295,0.486347735,0.385962516,0.449700894,0.911508011,0.415891378,0.637393291,0.337971408,0.448205295,0.486000391,0.590974223,0.513255082,0.472925663,0.409995781,0.583231529,0.560087187,0.476047385,0.876078604,0.45578783,0.422207044,0.387549629,0.55848549,0.441508014,-0.29580094,0.422249359,0.471114023,0.45400269,0.600998698,0.512559222,0.835539405,0.891807271,0.48794306,0.614749207,0.437686483,0.441980286,0.494679913,0.46812891,0.409105782,0.491735264,0.435814841,0.564652434,0.468161411,0.809389988
